Subject,CondNumber,corr_resp,Stimulus.ACC,Stimulus.RESP,Stimulus.RT,target,preview1,preview3
7,3,5,1,5,481,EEAEE,+++++,+++++
7,10,5,1,5,1071,RRARR,+++++,++r++
7,1,5,1,5,399,++A++,+++++,+++++
7,15,1,1,1,597,RRNRR,++r++,++r++
7,9,1,1,1,480,NNRNN,+++++,++n++
7,2,1,1,1,534,RRRRR,+++++,+++++
7,8,1,1,1,393,NNNNN,+++++,++n++
7,6,1,1,1,428,++N++,+++++,++r++
7,13,5,1,5,654,++E++,++r++,++r++
7,10,5,1,5,506,NNANN,+++++,++n++
7,5,1,1,1,378,++R++,+++++,++r++
7,11,5,1,5,360,++E++,++e++,++e++
7,12,1,1,1,569,++N++,++r++,++r++
7,10,1,1,1,579,EEREE,+++++,++e++
7,16,1,1,1,467,EEREE,++e++,++e++
7,2,1,1,1,492,NNNNN,+++++,+++++
7,11,1,1,1,376,++R++,++r++,++r++
7,14,1,1,1,1278,RRRRR,++r++,++r++
7,16,5,1,5,755,NNENN,++n++,++n++
7,1,5,1,5,915,++A++,+++++,+++++
7,16,1,1,1,713,AANAA,++a++,++a++
7,13,1,0,5,375,++N++,++e++,++e++
7,9,1,1,1,422,RRNRR,+++++,++r++
7,7,5,1,5,846,++E++,+++++,++r++
7,8,5,1,5,403,EEEEE,+++++,++e++
7,1,5,1,5,1117,++E++,+++++,+++++
7,7,1,1,1,393,++R++,+++++,++e++
7,10,5,0,1,523,RRERR,+++++,++r++
7,10,5,0,1,432,NNENN,+++++,++n++
7,1,5,1,5,353,++A++,+++++,+++++
7,2,5,1,5,449,AAAAA,+++++,+++++
7,12,5,1,5,519,++E++,++a++,++a++
7,16,1,1,1,595,AARAA,++a++,++a++
7,4,5,1,5,692,RRARR,+++++,+++++
7,4,1,1,1,611,AARAA,+++++,+++++
7,13,5,1,5,691,++A++,++n++,++n++
7,6,1,1,1,540,++R++,+++++,++n++
7,14,5,1,5,359,AAAAA,++a++,++a++
7,16,5,1,5,454,RRERR,++r++,++r++
7,7,1,1,1,817,++R++,+++++,++a++
7,15,5,1,5,654,EEAEE,++e++,++e++
7,1,1,1,1,917,++N++,+++++,+++++
7,10,1,1,1,474,EENEE,+++++,++e++
7,7,5,0,1,376,++E++,+++++,++n++
7,13,1,1,1,696,++N++,++a++,++a++
7,8,5,1,5,530,AAAAA,+++++,++a++
7,1,5,1,5,396,++E++,+++++,+++++
7,3,1,1,1,810,NNRNN,+++++,+++++
7,15,5,1,5,536,AAEAA,++a++,++a++
7,13,1,1,1,599,++R++,++a++,++a++
7,1,5,1,5,1252,++A++,+++++,+++++
7,1,1,1,1,438,++N++,+++++,+++++
7,4,1,1,1,487,AARAA,+++++,+++++
7,15,1,1,1,398,NNRNN,++n++,++n++
7,7,1,1,1,373,++N++,+++++,++e++
7,7,1,1,1,394,++R++,+++++,++a++
7,16,5,1,5,460,RRARR,++r++,++r++
7,6,5,1,5,590,++E++,+++++,++a++
7,12,5,1,5,364,++E++,++a++,++a++
7,13,1,1,1,913,++R++,++a++,++a++
7,8,1,1,1,549,RRRRR,+++++,++r++
7,1,1,1,1,469,++N++,+++++,+++++
7,13,1,1,1,481,++N++,++e++,++e++
7,2,1,1,1,498,NNNNN,+++++,+++++
7,3,1,1,1,373,NNRNN,+++++,+++++
7,10,5,1,5,485,NNENN,+++++,++n++
7,10,5,1,5,492,RRARR,+++++,++r++
7,12,1,1,1,615,++N++,++r++,++r++
7,14,5,1,5,654,AAAAA,++a++,++a++
7,4,1,1,1,474,EEREE,+++++,+++++
7,4,1,0,5,433,AANAA,+++++,+++++
7,10,1,1,1,481,AANAA,+++++,++a++
7,16,5,1,5,602,NNANN,++n++,++n++
7,11,5,1,5,346,++E++,++e++,++e++
7,13,1,1,1,416,++R++,++e++,++e++
7,16,1,1,1,674,EENEE,++e++,++e++
7,12,1,1,1,811,++R++,++n++,++n++
7,1,1,1,1,708,++N++,+++++,+++++
7,13,5,1,5,585,++E++,++r++,++r++
7,4,5,1,5,725,NNANN,+++++,+++++
7,15,1,1,1,1038,RRNRR,++r++,++r++
7,11,1,1,1,419,++N++,++n++,++n++
7,4,5,1,5,2377,RRARR,+++++,+++++
7,3,5,1,5,386,EEAEE,+++++,+++++
7,6,1,1,1,429,++N++,+++++,++r++
7,1,1,1,1,1393,++N++,+++++,+++++
7,15,5,1,5,440,EEAEE,++e++,++e++
7,7,1,1,1,737,++R++,+++++,++e++
7,8,5,1,5,758,EEEEE,+++++,++e++
7,5,5,1,5,428,++A++,+++++,++a++
7,1,5,1,5,410,++A++,+++++,+++++
7,8,5,1,5,437,AAAAA,+++++,++a++
7,10,1,1,1,527,EENEE,+++++,++e++
7,13,5,1,5,901,++E++,++n++,++n++
7,13,1,1,1,619,++N++,++a++,++a++
7,7,1,1,1,719,++N++,+++++,++a++
7,9,1,1,1,1471,RRNRR,+++++,++r++
7,16,1,1,1,649,AANAA,++a++,++a++
7,9,1,1,1,584,NNRNN,+++++,++n++
7,1,1,0,5,989,++R++,+++++,+++++
7,16,5,0,1,761,RRERR,++r++,++r++
7,14,1,1,1,484,NNNNN,++n++,++n++
7,4,1,1,1,1440,EENEE,+++++,+++++
7,7,5,1,5,442,++A++,+++++,++r++
7,9,5,1,5,489,AAEAA,+++++,++a++
7,16,1,1,1,595,EEREE,++e++,++e++
7,4,5,1,5,501,NNENN,+++++,+++++
7,5,1,1,1,673,++R++,+++++,++r++
7,5,5,1,5,1885,++E++,+++++,++e++
7,1,5,1,5,365,++A++,+++++,+++++
7,7,5,0,1,389,++A++,+++++,++n++
7,7,5,1,5,697,++E++,+++++,++n++
7,13,5,1,5,350,++A++,++r++,++r++
7,3,5,1,5,485,AAEAA,+++++,+++++
7,11,1,1,1,408,++R++,++r++,++r++
7,1,1,1,1,529,++R++,+++++,+++++
7,12,5,1,5,489,++A++,++e++,++e++
7,6,1,1,1,548,++R++,+++++,++n++
7,1,5,1,5,978,++A++,+++++,+++++
7,1,5,1,5,1093,++E++,+++++,+++++
7,10,5,1,5,1429,NNANN,+++++,++n++
7,13,5,1,5,369,++A++,++n++,++n++
7,1,5,1,5,442,++E++,+++++,+++++
7,3,1,1,1,652,RRNRR,+++++,+++++
7,6,5,1,5,462,++A++,+++++,++e++
7,5,1,1,1,765,++N++,+++++,++n++
7,11,5,1,5,379,++A++,++a++,++a++
7,7,5,1,5,482,++E++,+++++,++r++
7,10,5,1,5,625,RRERR,+++++,++r++
7,1,1,1,1,582,++N++,+++++,+++++
7,1,1,1,1,700,++R++,+++++,+++++
7,4,5,1,5,489,RRERR,+++++,+++++
7,16,1,1,1,1598,AARAA,++a++,++a++
7,14,5,1,5,1105,EEEEE,++e++,++e++
7,10,1,1,1,559,EEREE,+++++,++e++
7,1,5,1,5,501,++E++,+++++,+++++
7,1,5,1,5,656,++E++,+++++,+++++
7,14,1,1,1,385,RRRRR,++r++,++r++
7,2,1,1,1,439,RRRRR,+++++,+++++
7,2,5,1,5,432,EEEEE,+++++,+++++
7,9,5,1,5,485,EEAEE,+++++,++e++
7,1,5,1,5,1993,++A++,+++++,+++++
7,15,5,1,5,458,AAEAA,++a++,++a++
7,8,1,1,1,409,NNNNN,+++++,++n++
7,2,5,1,5,1072,AAAAA,+++++,+++++
7,10,1,1,1,577,AARAA,+++++,++a++
7,16,5,1,5,593,NNENN,++n++,++n++
7,1,1,1,1,826,++R++,+++++,+++++
8,3,5,1,5,1127,NNRNN,+++++,+++++
8,1,5,1,5,773,++N++,+++++,+++++
8,4,5,1,5,547,AANAA,+++++,+++++
8,1,5,1,5,537,++R++,+++++,+++++
8,3,1,1,1,806,AAEAA,+++++,+++++
8,14,5,1,5,557,NNNNN,++n++,++n++
8,6,5,1,5,540,++R++,+++++,++n++
8,1,1,1,1,572,++A++,+++++,+++++
8,1,1,1,1,934,++A++,+++++,+++++
8,13,1,1,1,572,++A++,++r++,++r++
8,4,1,1,1,812,RRARR,+++++,+++++
8,5,5,1,5,451,++R++,+++++,++r++
8,10,5,1,5,528,AARAA,+++++,++a++
8,1,1,1,1,965,++E++,+++++,+++++
8,2,1,1,1,1170,AAAAA,+++++,+++++
8,7,5,1,5,554,++N++,+++++,++e++
8,7,5,1,5,779,++N++,+++++,++a++
8,15,1,1,1,579,EEAEE,++e++,++e++
8,2,5,1,5,651,RRRRR,+++++,+++++
8,10,5,1,5,581,EENEE,+++++,++e++
8,13,5,1,5,513,++N++,++a++,++a++
8,6,5,1,5,693,++N++,+++++,++r++
8,9,1,1,1,420,EEAEE,+++++,++e++
8,12,5,1,5,492,++R++,++n++,++n++
8,14,5,1,5,571,RRRRR,++r++,++r++
8,4,5,1,5,589,AARAA,+++++,+++++
8,16,1,1,1,532,NNENN,++n++,++n++
8,5,5,1,5,595,++N++,+++++,++n++
8,4,1,1,1,598,NNANN,+++++,+++++
8,10,1,1,1,811,NNENN,+++++,++n++
8,5,1,1,1,485,++E++,+++++,++e++
8,4,1,1,1,753,RRERR,+++++,+++++
8,1,1,1,1,446,++E++,+++++,+++++
8,1,5,1,5,536,++R++,+++++,+++++
8,16,5,1,5,859,EEREE,++e++,++e++
8,15,5,1,5,524,NNRNN,++n++,++n++
8,7,5,1,5,572,++R++,+++++,++a++
8,1,5,1,5,515,++N++,+++++,+++++
8,7,1,1,1,815,++E++,+++++,++r++
8,7,1,1,1,487,++E++,+++++,++n++
8,16,5,1,5,463,AARAA,++a++,++a++
8,10,1,1,1,653,RRERR,+++++,++r++
8,10,1,1,1,1204,RRARR,+++++,++r++
8,7,5,1,5,471,++R++,+++++,++e++
8,13,5,1,5,604,++R++,++a++,++a++
8,14,1,1,1,570,EEEEE,++e++,++e++
8,8,1,1,1,492,EEEEE,+++++,++e++
8,9,5,1,5,540,RRNRR,+++++,++r++
8,1,1,1,1,1010,++E++,+++++,+++++
8,16,1,1,1,494,RRARR,++r++,++r++
8,13,5,1,5,564,++R++,++e++,++e++
8,16,5,1,5,496,AANAA,++a++,++a++
8,1,1,1,1,649,++E++,+++++,+++++
8,10,1,1,1,640,NNANN,+++++,++n++
8,4,1,1,1,922,NNENN,+++++,+++++
8,1,5,1,5,575,++N++,+++++,+++++
8,11,1,1,1,500,++E++,++e++,++e++
8,3,1,1,1,779,EEAEE,+++++,+++++
8,8,5,1,5,523,RRRRR,+++++,++r++
8,10,5,1,5,606,AANAA,+++++,++a++
8,7,1,1,1,680,++A++,+++++,++n++
8,12,1,1,1,605,++E++,++a++,++a++
8,13,1,1,1,745,++E++,++n++,++n++
8,11,5,1,5,567,++N++,++n++,++n++
8,12,5,1,5,810,++N++,++r++,++r++
8,9,1,1,1,653,AAEAA,+++++,++a++
8,15,1,1,1,593,AAEAA,++a++,++a++
8,16,1,1,1,606,NNANN,++n++,++n++
8,11,1,1,1,527,++A++,++a++,++a++
8,13,1,1,1,615,++E++,++r++,++r++
8,4,5,1,5,558,EENEE,+++++,+++++
8,7,1,1,1,696,++A++,+++++,++r++
8,2,5,1,5,508,NNNNN,+++++,+++++
8,16,1,1,1,627,RRERR,++r++,++r++
8,8,1,1,1,565,AAAAA,+++++,++a++
8,11,5,1,5,412,++R++,++r++,++r++
8,6,1,1,1,756,++E++,+++++,++a++
8,1,5,1,5,490,++N++,+++++,+++++
8,5,1,1,1,604,++A++,+++++,++a++
8,4,5,1,5,642,EEREE,+++++,+++++
8,8,5,1,5,508,NNNNN,+++++,++n++
8,3,5,1,5,542,RRNRR,+++++,+++++
8,13,5,1,5,457,++N++,++e++,++e++
8,1,5,1,5,792,++R++,+++++,+++++
8,10,5,1,5,547,EEREE,+++++,++e++
8,12,1,1,1,573,++A++,++e++,++e++
8,16,5,1,5,569,EENEE,++e++,++e++
8,13,1,1,1,688,++A++,++n++,++n++
8,1,1,1,1,1195,++A++,+++++,+++++
8,15,5,1,5,559,RRNRR,++r++,++r++
8,1,5,1,5,1996,++R++,+++++,+++++
8,6,1,0,5,775,++A++,+++++,++e++
8,14,1,1,1,596,AAAAA,++a++,++a++
8,9,5,1,5,626,NNRNN,+++++,++n++
8,1,1,1,1,875,++A++,+++++,+++++
8,2,1,1,1,648,EEEEE,+++++,+++++
8,10,1,1,1,769,RRERR,+++++,++r++
8,15,1,1,1,732,EEAEE,++e++,++e++
8,7,5,1,5,621,++N++,+++++,++a++
8,4,5,1,5,894,EENEE,+++++,+++++
8,13,5,1,5,514,++N++,++a++,++a++
8,3,1,1,1,1548,EEAEE,+++++,+++++
8,1,5,1,5,653,++R++,+++++,+++++
8,13,5,1,5,470,++N++,++e++,++e++
8,10,1,1,1,604,NNANN,+++++,++n++
8,7,1,1,1,718,++A++,+++++,++n++
8,9,1,1,1,716,AAEAA,+++++,++a++
8,13,1,1,1,555,++E++,++r++,++r++
8,11,5,1,5,537,++N++,++n++,++n++
8,12,5,1,5,559,++N++,++r++,++r++
8,7,5,1,5,533,++R++,+++++,++a++
8,1,1,1,1,604,++E++,+++++,+++++
8,3,1,1,1,594,AAEAA,+++++,+++++
8,12,1,1,1,549,++E++,++a++,++a++
8,7,5,1,5,572,++R++,+++++,++e++
8,3,5,1,5,623,RRNRR,+++++,+++++
8,1,1,1,1,521,++A++,+++++,+++++
8,14,1,1,1,621,EEEEE,++e++,++e++
8,2,1,1,1,802,AAAAA,+++++,+++++
8,16,1,1,1,526,RRARR,++r++,++r++
8,5,1,1,1,505,++A++,+++++,++a++
8,3,5,1,5,658,NNRNN,+++++,+++++
8,4,1,1,1,599,RRARR,+++++,+++++
8,16,5,1,5,806,AANAA,++a++,++a++
8,1,1,1,1,462,++A++,+++++,+++++
8,6,5,1,5,489,++N++,+++++,++r++
8,6,1,1,1,579,++E++,+++++,++a++
8,16,5,1,5,445,EENEE,++e++,++e++
8,5,5,1,5,467,++R++,+++++,++r++
8,11,1,1,1,607,++E++,++e++,++e++
8,8,5,1,5,623,RRRRR,+++++,++r++
8,4,1,1,1,554,RRERR,+++++,+++++
8,6,5,1,5,590,++R++,+++++,++n++
8,10,5,1,5,555,EENEE,+++++,++e++
8,2,5,1,5,587,RRRRR,+++++,+++++
8,14,5,1,5,441,NNNNN,++n++,++n++
8,12,1,1,1,597,++A++,++e++,++e++
8,16,1,1,1,552,NNANN,++n++,++n++
8,16,1,1,1,507,RRERR,++r++,++r++
8,16,5,1,5,456,EEREE,++e++,++e++
8,10,1,1,1,723,RRARR,+++++,++r++
8,10,5,1,5,527,AANAA,+++++,++a++
8,7,5,1,5,474,++N++,+++++,++e++
8,16,1,1,1,544,NNENN,++n++,++n++
8,4,1,1,1,612,NNANN,+++++,+++++
8,2,1,1,1,613,EEEEE,+++++,+++++
8,6,1,1,1,453,++A++,+++++,++e++
8,1,1,1,1,603,++E++,+++++,+++++
8,13,1,1,1,577,++A++,++n++,++n++
8,15,1,1,1,604,AAEAA,++a++,++a++
8,11,1,1,1,508,++A++,++a++,++a++
8,1,1,1,1,865,++A++,+++++,+++++
8,16,5,1,5,541,AARAA,++a++,++a++
8,4,5,1,5,557,AARAA,+++++,+++++
8,12,5,1,5,463,++R++,++n++,++n++
8,2,5,1,5,609,NNNNN,+++++,+++++
8,10,5,1,5,541,AARAA,+++++,++a++
8,1,5,1,5,487,++N++,+++++,+++++
8,1,5,1,5,447,++R++,+++++,+++++
8,8,1,1,1,471,EEEEE,+++++,++e++
8,1,1,1,1,668,++E++,+++++,+++++
8,4,5,1,5,519,EEREE,+++++,+++++
8,10,5,1,5,765,EEREE,+++++,++e++
8,15,5,1,5,522,RRNRR,++r++,++r++
8,11,5,1,5,629,++R++,++r++,++r++
8,4,1,1,1,530,NNENN,+++++,+++++
8,15,5,1,5,485,NNRNN,++n++,++n++
8,13,5,1,5,424,++R++,++e++,++e++
8,10,1,1,1,609,NNENN,+++++,++n++
8,9,5,1,5,496,NNRNN,+++++,++n++
8,1,1,1,1,512,++E++,+++++,+++++
8,13,1,1,1,531,++E++,++n++,++n++
8,13,5,1,5,784,++R++,++a++,++a++
8,7,1,1,1,493,++E++,+++++,++r++
8,14,5,1,5,474,RRRRR,++r++,++r++
8,9,1,1,1,573,EEAEE,+++++,++e++
8,1,5,1,5,495,++R++,+++++,+++++
8,7,1,1,1,638,++A++,+++++,++r++
8,14,1,1,1,473,AAAAA,++a++,++a++
8,9,5,1,5,693,RRNRR,+++++,++r++
8,1,5,1,5,771,++N++,+++++,+++++
8,13,1,1,1,679,++A++,++r++,++r++
8,1,5,1,5,531,++R++,+++++,+++++
8,7,1,1,1,589,++E++,+++++,++n++
8,8,1,1,1,593,AAAAA,+++++,++a++
8,1,5,1,5,518,++N++,+++++,+++++
8,8,5,1,5,714,NNNNN,+++++,++n++
8,1,1,1,1,537,++A++,+++++,+++++
8,4,5,1,5,595,AANAA,+++++,+++++
8,5,1,1,1,462,++E++,+++++,++e++
8,1,5,1,5,542,++N++,+++++,+++++
8,5,5,1,5,425,++N++,+++++,++n++
8,16,5,1,5,743,AANAA,++a++,++a++
8,7,5,1,5,713,++R++,+++++,++e++
8,10,5,1,5,513,EEREE,+++++,++e++
8,8,1,1,1,621,EEEEE,+++++,++e++
8,12,1,1,1,560,++E++,++a++,++a++
8,16,1,1,1,940,NNANN,++n++,++n++
8,6,5,1,5,675,++R++,+++++,++n++
8,7,1,1,1,495,++E++,+++++,++n++
8,12,1,1,1,758,++A++,++e++,++e++
8,5,5,1,5,651,++R++,+++++,++r++
8,13,1,1,1,542,++A++,++r++,++r++
8,4,1,1,1,516,RRARR,+++++,+++++
8,10,1,1,1,553,NNENN,+++++,++n++
8,1,1,1,1,457,++A++,+++++,+++++
8,3,1,1,1,494,AAEAA,+++++,+++++
8,11,5,1,5,405,++N++,++n++,++n++
8,1,5,1,5,535,++R++,+++++,+++++
8,15,5,1,5,759,RRNRR,++r++,++r++
8,5,1,1,1,645,++E++,+++++,++e++
8,1,5,1,5,704,++R++,+++++,+++++
8,16,1,1,1,709,RRERR,++r++,++r++
8,1,1,1,1,652,++E++,+++++,+++++
8,4,5,1,5,614,EENEE,+++++,+++++
8,4,1,1,1,552,NNANN,+++++,+++++
8,15,1,1,1,542,EEAEE,++e++,++e++
8,14,5,1,5,515,RRRRR,++r++,++r++
8,12,5,1,5,413,++R++,++n++,++n++
8,10,1,1,1,547,NNANN,+++++,++n++
8,15,5,1,5,573,NNRNN,++n++,++n++
8,1,1,1,1,513,++A++,+++++,+++++
8,10,5,1,5,566,AANAA,+++++,++a++
8,10,5,1,5,529,AARAA,+++++,++a++
8,7,1,1,1,1339,++A++,+++++,++n++
8,7,5,1,5,449,++N++,+++++,++e++
8,7,5,1,5,491,++N++,+++++,++a++
8,1,1,1,1,818,++A++,+++++,+++++
8,4,1,1,1,578,NNENN,+++++,+++++
8,14,1,1,1,523,EEEEE,++e++,++e++
8,8,1,1,1,517,AAAAA,+++++,++a++
8,2,5,1,5,476,NNNNN,+++++,+++++
8,6,1,1,1,551,++E++,+++++,++a++
8,16,5,1,5,519,EEREE,++e++,++e++
8,1,1,1,1,788,++E++,+++++,+++++
8,12,5,1,5,514,++N++,++r++,++r++
8,4,1,1,1,671,RRERR,+++++,+++++
8,13,1,1,1,467,++E++,++r++,++r++
8,1,5,1,5,507,++N++,+++++,+++++
8,5,1,1,1,502,++A++,+++++,++a++
8,16,1,1,1,515,NNENN,++n++,++n++
8,1,1,1,1,562,++E++,+++++,+++++
8,11,5,1,5,608,++R++,++r++,++r++
8,8,5,1,5,461,NNNNN,+++++,++n++
8,15,1,1,1,544,AAEAA,++a++,++a++
8,4,5,1,5,502,AARAA,+++++,+++++
8,13,1,1,1,565,++E++,++n++,++n++
8,3,1,1,1,589,EEAEE,+++++,+++++
8,2,1,1,1,756,EEEEE,+++++,+++++
8,13,5,1,5,535,++N++,++a++,++a++
8,13,1,1,1,528,++A++,++n++,++n++
8,11,1,1,1,482,++A++,++a++,++a++
8,4,5,1,5,574,EEREE,+++++,+++++
8,1,1,1,1,948,++A++,+++++,+++++
8,7,1,1,1,603,++E++,+++++,++r++
8,1,5,1,5,596,++N++,+++++,+++++
8,10,1,1,1,516,RRERR,+++++,++r++
8,14,5,1,5,476,NNNNN,++n++,++n++
8,9,1,1,1,548,EEAEE,+++++,++e++
8,13,5,1,5,465,++R++,++e++,++e++
8,4,5,1,5,532,AANAA,+++++,+++++
8,1,5,1,5,481,++N++,+++++,+++++
8,13,5,1,5,446,++R++,++a++,++a++
8,3,5,1,5,479,RRNRR,+++++,+++++
8,10,5,1,5,628,EENEE,+++++,++e++
8,1,5,1,5,595,++R++,+++++,+++++
8,9,5,1,5,510,NNRNN,+++++,++n++
8,16,5,1,5,501,EENEE,++e++,++e++
8,16,5,1,5,851,AARAA,++a++,++a++
8,5,5,1,5,427,++N++,+++++,++n++
8,16,1,1,1,863,RRARR,++r++,++r++
8,1,5,1,5,630,++R++,+++++,+++++
8,10,1,1,1,594,RRARR,+++++,++r++
8,2,1,1,1,679,AAAAA,+++++,+++++
8,6,1,1,1,463,++A++,+++++,++e++
8,6,5,1,5,501,++N++,+++++,++r++
8,2,5,1,5,716,RRRRR,+++++,+++++
8,3,5,1,5,554,NNRNN,+++++,+++++
8,1,1,1,1,468,++E++,+++++,+++++
8,14,1,1,1,545,AAAAA,++a++,++a++
8,7,5,1,5,1016,++R++,+++++,++a++
8,11,1,1,1,547,++E++,++e++,++e++
8,13,5,1,5,475,++N++,++e++,++e++
8,8,5,1,5,530,RRRRR,+++++,++r++
8,9,1,1,1,539,AAEAA,+++++,++a++
8,1,5,1,5,583,++N++,+++++,+++++
8,7,1,1,1,579,++A++,+++++,++r++
8,9,5,1,5,467,RRNRR,+++++,++r++
8,12,5,1,5,485,++R++,++n++,++n++
8,8,5,1,5,722,NNNNN,+++++,++n++
8,11,5,1,5,760,++R++,++r++,++r++
8,16,5,1,5,641,AANAA,++a++,++a++
8,12,5,1,5,458,++N++,++r++,++r++
8,2,1,1,1,547,AAAAA,+++++,+++++
8,1,1,1,1,491,++A++,+++++,+++++
8,13,5,1,5,519,++N++,++a++,++a++
8,5,5,1,5,427,++N++,+++++,++n++
8,4,1,1,1,589,RRARR,+++++,+++++
8,5,1,1,1,563,++E++,+++++,++e++
8,14,5,1,5,409,RRRRR,++r++,++r++
8,8,5,1,5,424,RRRRR,+++++,++r++
8,6,5,1,5,422,++N++,+++++,++r++
8,4,5,1,5,741,AARAA,+++++,+++++
8,2,5,1,5,519,RRRRR,+++++,+++++
8,16,1,1,1,541,RRERR,++r++,++r++
8,13,5,1,5,476,++R++,++a++,++a++
8,10,1,1,1,821,RRERR,+++++,++r++
8,1,5,1,5,989,++R++,+++++,+++++
8,7,1,1,1,1284,++A++,+++++,++n++
8,4,5,1,5,647,EEREE,+++++,+++++
8,2,1,1,1,492,EEEEE,+++++,+++++
8,14,1,1,1,450,EEEEE,++e++,++e++
8,13,1,1,1,502,++A++,++n++,++n++
8,7,1,1,1,541,++E++,+++++,++r++
8,16,1,1,1,789,NNENN,++n++,++n++
8,6,1,1,1,672,++A++,+++++,++e++
8,13,5,1,5,545,++R++,++e++,++e++
8,15,5,1,5,669,RRNRR,++r++,++r++
8,1,5,1,5,469,++R++,+++++,+++++
8,15,1,1,1,878,AAEAA,++a++,++a++
8,13,5,1,5,538,++N++,++e++,++e++
8,1,1,1,1,526,++E++,+++++,+++++
8,2,5,1,5,476,NNNNN,+++++,+++++
8,16,5,1,5,539,EEREE,++e++,++e++
8,4,5,1,5,542,AANAA,+++++,+++++
8,1,1,1,1,513,++A++,+++++,+++++
8,9,5,1,5,591,NNRNN,+++++,++n++
8,6,1,1,1,516,++E++,+++++,++a++
8,1,5,1,5,526,++N++,+++++,+++++
8,13,1,1,1,586,++E++,++n++,++n++
8,10,1,1,1,1251,RRARR,+++++,++r++
8,4,5,1,5,482,EENEE,+++++,+++++
8,16,1,1,1,703,NNANN,++n++,++n++
8,3,5,1,5,606,RRNRR,+++++,+++++
8,11,5,1,5,516,++N++,++n++,++n++
8,7,5,1,5,534,++N++,+++++,++a++
8,5,5,1,5,548,++R++,+++++,++r++
8,1,1,1,1,848,++E++,+++++,+++++
8,7,1,1,1,642,++E++,+++++,++n++
8,12,1,1,1,541,++A++,++e++,++e++
8,1,5,1,5,588,++N++,+++++,+++++
8,7,1,1,1,615,++A++,+++++,++r++
8,10,5,1,5,563,EENEE,+++++,++e++
8,15,5,1,5,617,NNRNN,++n++,++n++
8,13,1,1,1,568,++A++,++r++,++r++
8,9,5,1,5,539,RRNRR,+++++,++r++
8,1,5,1,5,531,++N++,+++++,+++++
8,4,1,1,1,564,NNENN,+++++,+++++
8,1,5,1,5,583,++R++,+++++,+++++
8,9,1,1,1,473,EEAEE,+++++,++e++
8,12,1,1,1,518,++E++,++a++,++a++
8,16,1,1,1,549,RRARR,++r++,++r++
8,1,5,1,5,661,++N++,+++++,+++++
8,11,1,1,1,412,++A++,++a++,++a++
8,16,5,1,5,798,EENEE,++e++,++e++
8,11,1,1,1,481,++E++,++e++,++e++
8,4,1,1,1,934,NNANN,+++++,+++++
8,7,5,1,5,586,++R++,+++++,++a++
8,10,5,1,5,734,EEREE,+++++,++e++
8,15,1,1,1,616,EEAEE,++e++,++e++
8,1,1,1,1,1055,++E++,+++++,+++++
8,1,1,1,1,554,++A++,+++++,+++++
8,10,1,1,1,629,NNENN,+++++,++n++
8,1,1,1,1,654,++E++,+++++,+++++
8,1,5,1,5,819,++R++,+++++,+++++
8,13,1,1,1,820,++E++,++r++,++r++
8,10,5,1,5,913,AANAA,+++++,++a++
8,8,1,1,1,812,EEEEE,+++++,++e++
8,9,1,1,1,572,AAEAA,+++++,++a++
8,3,1,1,1,506,AAEAA,+++++,+++++
8,5,1,1,1,437,++A++,+++++,++a++
8,14,1,1,1,429,AAAAA,++a++,++a++
8,16,5,1,5,540,AARAA,++a++,++a++
8,3,1,1,1,457,EEAEE,+++++,+++++
8,10,5,1,5,538,AARAA,+++++,++a++
8,6,5,1,5,548,++R++,+++++,++n++
8,14,5,1,5,520,NNNNN,++n++,++n++
8,7,5,1,5,512,++R++,+++++,++e++
8,3,5,1,5,470,NNRNN,+++++,+++++
8,4,1,1,1,623,RRERR,+++++,+++++
8,10,1,1,1,501,NNANN,+++++,++n++
8,1,1,1,1,770,++A++,+++++,+++++
8,8,1,1,1,617,AAAAA,+++++,++a++
8,7,5,1,5,470,++N++,+++++,++e++
8,3,1,1,1,550,EEAEE,+++++,+++++
8,15,1,1,1,543,EEAEE,++e++,++e++
8,10,5,1,5,470,AANAA,+++++,++a++
8,5,1,1,1,472,++E++,+++++,++e++
8,3,5,1,5,499,RRNRR,+++++,+++++
8,1,5,1,5,540,++N++,+++++,+++++
8,1,5,1,5,520,++N++,+++++,+++++
8,4,5,1,5,501,EENEE,+++++,+++++
8,12,1,1,1,575,++A++,++e++,++e++
8,15,1,1,1,708,AAEAA,++a++,++a++
8,14,1,1,1,463,EEEEE,++e++,++e++
8,13,5,1,5,531,++N++,++e++,++e++
8,16,5,1,5,472,AANAA,++a++,++a++
8,10,5,1,5,496,EENEE,+++++,++e++
8,12,1,1,1,658,++E++,++a++,++a++
8,16,1,1,1,583,RRARR,++r++,++r++
8,5,5,1,5,471,++N++,+++++,++n++
8,4,1,1,1,563,NNENN,+++++,+++++
8,6,5,1,5,696,++N++,+++++,++r++
8,8,1,1,1,616,AAAAA,+++++,++a++
8,9,1,1,1,506,EEAEE,+++++,++e++
8,4,1,1,1,582,RRERR,+++++,+++++
8,2,1,1,1,687,AAAAA,+++++,+++++
8,13,5,1,5,503,++R++,++a++,++a++
8,13,1,1,1,541,++A++,++n++,++n++
8,3,5,1,5,543,NNRNN,+++++,+++++
8,2,5,1,5,506,RRRRR,+++++,+++++
8,2,5,1,5,534,NNNNN,+++++,+++++
8,10,1,1,1,689,RRERR,+++++,++r++
