Subject,CondNumber,corr_resp,Stimulus.ACC,Stimulus.RESP,Stimulus.RT,target,preview1,preview3
97,9,1,1,1,705,RRNRR,+++++,++r++
97,16,1,1,1,506,EEREE,++e++,++e++
97,7,1,1,1,485,++R++,+++++,++a++
97,7,5,1,5,563,++A++,+++++,++r++
97,4,1,1,1,527,EENEE,+++++,+++++
97,14,5,1,5,476,EEEEE,++e++,++e++
97,12,1,1,1,502,++R++,++n++,++n++
97,14,1,1,1,656,RRRRR,++r++,++r++
97,8,1,1,1,510,RRRRR,+++++,++r++
97,15,5,1,5,537,AAEAA,++a++,++a++
97,16,5,1,5,459,RRERR,++r++,++r++
97,15,1,1,1,770,NNRNN,++n++,++n++
97,6,1,1,1,820,++R++,+++++,++n++
97,7,5,1,5,514,++A++,+++++,++n++
97,13,5,1,5,543,++E++,++n++,++n++
97,2,5,1,5,979,AAAAA,+++++,+++++
97,16,1,1,1,546,EENEE,++e++,++e++
97,6,1,1,1,1013,++N++,+++++,++r++
97,2,1,1,1,567,NNNNN,+++++,+++++
97,1,5,1,5,533,++A++,+++++,+++++
97,10,5,1,5,765,RRERR,+++++,++r++
97,1,1,1,1,566,++N++,+++++,+++++
97,16,5,1,5,571,RRARR,++r++,++r++
97,13,5,1,5,754,++A++,++n++,++n++
97,1,1,1,1,751,++R++,+++++,+++++
97,16,1,0,5,856,AANAA,++a++,++a++
97,1,5,1,5,623,++A++,+++++,+++++
97,2,1,1,1,1019,RRRRR,+++++,+++++
97,1,5,1,5,617,++E++,+++++,+++++
97,4,5,1,5,495,NNENN,+++++,+++++
97,8,1,1,1,870,NNNNN,+++++,++n++
97,16,5,1,5,446,NNENN,++n++,++n++
97,10,5,1,5,651,NNENN,+++++,++n++
97,1,1,1,1,704,++N++,+++++,+++++
97,1,5,1,5,528,++E++,+++++,+++++
97,7,1,1,1,615,++N++,+++++,++e++
97,2,5,1,5,861,EEEEE,+++++,+++++
97,10,5,1,5,813,NNANN,+++++,++n++
97,3,5,1,5,1157,AAEAA,+++++,+++++
97,14,5,1,5,638,AAAAA,++a++,++a++
97,13,1,1,1,430,++R++,++a++,++a++
97,10,1,1,1,694,AARAA,+++++,++a++
97,13,5,1,5,518,++E++,++r++,++r++
97,10,1,1,1,1195,EENEE,+++++,++e++
97,11,1,1,1,773,++R++,++r++,++r++
97,1,5,1,5,509,++A++,+++++,+++++
97,5,5,1,5,630,++A++,+++++,++a++
97,6,5,1,5,995,++E++,+++++,++a++
97,11,5,1,5,533,++E++,++e++,++e++
97,3,1,1,1,525,RRNRR,+++++,+++++
97,16,1,1,1,421,AARAA,++a++,++a++
97,4,1,1,1,626,EEREE,+++++,+++++
97,13,5,1,5,467,++A++,++n++,++n++
97,2,1,1,1,609,NNNNN,+++++,+++++
97,1,5,1,5,591,++A++,+++++,+++++
97,10,1,1,1,654,AARAA,+++++,++a++
97,3,1,1,1,521,NNRNN,+++++,+++++
97,13,5,1,5,448,++E++,++n++,++n++
97,4,1,1,1,529,AARAA,+++++,+++++
97,11,5,1,5,427,++E++,++e++,++e++
97,3,5,1,5,516,AAEAA,+++++,+++++
97,16,1,1,1,504,AARAA,++a++,++a++
97,6,5,1,5,679,++E++,+++++,++a++
97,8,1,1,1,508,RRRRR,+++++,++r++
97,13,1,1,1,358,++R++,++a++,++a++
97,1,1,1,1,482,++R++,+++++,+++++
97,5,1,1,1,544,++N++,+++++,++n++
97,12,5,1,5,753,++A++,++e++,++e++
97,11,5,1,5,474,++A++,++a++,++a++
97,16,1,1,1,555,EEREE,++e++,++e++
97,1,5,1,5,587,++A++,+++++,+++++
97,3,5,1,5,506,EEAEE,+++++,+++++
97,1,5,1,5,539,++E++,+++++,+++++
97,16,5,1,5,509,RRARR,++r++,++r++
97,1,1,1,1,582,++N++,+++++,+++++
97,1,5,1,5,549,++A++,+++++,+++++
97,2,5,1,5,434,AAAAA,+++++,+++++
97,9,5,1,5,516,AAEAA,+++++,++a++
97,7,1,1,1,905,++R++,+++++,++e++
97,15,1,1,1,581,NNRNN,++n++,++n++
97,1,5,1,5,511,++E++,+++++,+++++
97,3,1,1,1,804,RRNRR,+++++,+++++
97,15,5,1,5,456,EEAEE,++e++,++e++
97,1,5,1,5,467,++A++,+++++,+++++
97,9,1,1,1,580,RRNRR,+++++,++r++
97,8,1,1,1,526,NNNNN,+++++,++n++
97,15,5,1,5,645,AAEAA,++a++,++a++
97,11,1,1,1,521,++R++,++r++,++r++
97,10,5,1,5,548,RRERR,+++++,++r++
97,7,5,0,1,811,++A++,+++++,++r++
97,7,5,1,5,1541,++E++,+++++,++n++
97,13,1,1,1,473,++N++,++a++,++a++
97,13,5,1,5,701,++A++,++r++,++r++
97,1,5,1,5,624,++E++,+++++,+++++
97,4,5,1,5,1029,RRERR,+++++,+++++
97,7,5,1,5,562,++E++,+++++,++r++
97,6,1,1,1,1081,++N++,+++++,++r++
97,5,5,1,5,631,++E++,+++++,++e++
97,12,1,1,1,722,++N++,++r++,++r++
97,13,1,1,1,565,++N++,++e++,++e++
97,11,1,1,1,446,++N++,++n++,++n++
97,10,5,1,5,661,NNENN,+++++,++n++
97,10,1,1,1,896,EENEE,+++++,++e++
97,13,5,1,5,417,++E++,++r++,++r++
97,2,1,1,1,634,RRRRR,+++++,+++++
97,7,1,1,1,699,++N++,+++++,++a++
97,4,1,1,1,573,EEREE,+++++,+++++
97,13,1,1,1,435,++R++,++e++,++e++
97,10,1,1,1,713,AANAA,+++++,++a++
97,2,5,1,5,574,EEEEE,+++++,+++++
97,12,5,1,5,613,++E++,++a++,++a++
97,1,1,1,1,652,++R++,+++++,+++++
97,16,1,1,1,583,EENEE,++e++,++e++
97,1,5,1,5,643,++E++,+++++,+++++
97,9,1,1,1,734,NNRNN,+++++,++n++
97,4,1,1,1,562,AANAA,+++++,+++++
97,7,5,1,5,701,++A++,+++++,++n++
97,6,1,1,1,1095,++R++,+++++,++n++
97,1,1,1,1,918,++R++,+++++,+++++
97,16,1,1,1,638,AANAA,++a++,++a++
97,4,5,1,5,1001,RRARR,+++++,+++++
97,1,1,1,1,671,++R++,+++++,+++++
97,7,1,1,1,1134,++R++,+++++,++a++
97,4,1,1,1,623,EENEE,+++++,+++++
97,9,5,1,5,622,EEAEE,+++++,++e++
97,8,5,1,5,619,AAAAA,+++++,++a++
97,16,5,1,5,534,RRERR,++r++,++r++
97,7,1,1,1,806,++N++,+++++,++e++
97,8,5,1,5,610,EEEEE,+++++,++e++
97,14,1,1,1,627,RRRRR,++r++,++r++
97,16,5,1,5,592,NNENN,++n++,++n++
97,10,5,1,5,505,RRARR,+++++,++r++
97,15,1,1,1,440,RRNRR,++r++,++r++
97,10,5,1,5,694,NNANN,+++++,++n++
97,6,5,0,1,988,++A++,+++++,++e++
97,1,1,1,1,841,++N++,+++++,+++++
97,16,5,1,5,1136,NNANN,++n++,++n++
97,10,1,1,1,617,EEREE,+++++,++e++
97,4,5,1,5,648,NNENN,+++++,+++++
97,14,1,1,1,584,NNNNN,++n++,++n++
97,1,1,1,1,611,++N++,+++++,+++++
97,14,5,1,5,592,EEEEE,++e++,++e++
97,14,5,1,5,986,AAAAA,++a++,++a++
97,5,1,1,1,702,++R++,+++++,++r++
97,12,1,1,1,470,++R++,++n++,++n++
97,4,5,1,5,546,NNANN,+++++,+++++
97,5,5,1,5,452,++A++,+++++,++a++
97,1,1,1,1,508,++N++,+++++,+++++
97,14,1,1,1,776,NNNNN,++n++,++n++
97,10,5,1,5,614,NNENN,+++++,++n++
97,7,1,1,1,1725,++N++,+++++,++a++
97,7,5,1,5,490,++A++,+++++,++n++
97,15,1,1,1,514,NNRNN,++n++,++n++
97,4,1,1,1,522,AARAA,+++++,+++++
97,16,1,1,1,455,EENEE,++e++,++e++
97,5,1,1,1,444,++N++,+++++,++n++
97,13,1,1,1,380,++R++,++a++,++a++
97,11,1,1,1,413,++N++,++n++,++n++
97,16,1,1,1,641,AARAA,++a++,++a++
97,1,1,1,1,527,++N++,+++++,+++++
97,14,5,1,5,488,EEEEE,++e++,++e++
97,10,1,1,1,597,EENEE,+++++,++e++
97,16,5,1,5,418,NNENN,++n++,++n++
97,12,1,1,1,479,++R++,++n++,++n++
97,3,1,1,1,619,NNRNN,+++++,+++++
97,13,1,1,1,708,++R++,++e++,++e++
97,9,1,1,1,495,RRNRR,+++++,++r++
97,5,5,1,5,477,++A++,+++++,++a++
97,1,1,1,1,470,++R++,+++++,+++++
97,1,5,1,5,498,++E++,+++++,+++++
97,4,5,1,5,528,RRARR,+++++,+++++
97,9,5,1,5,458,EEAEE,+++++,++e++
97,10,1,1,1,453,AARAA,+++++,++a++
97,13,5,1,5,432,++E++,++n++,++n++
97,4,1,1,1,637,AANAA,+++++,+++++
97,16,5,1,5,546,RRERR,++r++,++r++
97,1,1,1,1,445,++R++,+++++,+++++
97,3,5,1,5,512,EEAEE,+++++,+++++
97,13,5,1,5,1070,++E++,++r++,++r++
97,16,1,1,1,759,EEREE,++e++,++e++
97,8,5,1,5,515,AAAAA,+++++,++a++
97,7,5,1,5,627,++E++,+++++,++n++
97,1,1,1,1,612,++N++,+++++,+++++
97,12,5,0,1,399,++E++,++a++,++a++
97,6,1,1,1,652,++R++,+++++,++n++
97,8,5,1,5,509,EEEEE,+++++,++e++
97,1,5,1,5,496,++A++,+++++,+++++
97,7,5,1,5,547,++E++,+++++,++r++
97,11,1,1,1,620,++R++,++r++,++r++
97,1,1,1,1,409,++R++,+++++,+++++
97,16,1,1,1,455,AANAA,++a++,++a++
97,16,5,1,5,661,RRARR,++r++,++r++
97,8,1,1,1,535,RRRRR,+++++,++r++
97,2,5,1,5,487,EEEEE,+++++,+++++
97,7,1,1,1,530,++R++,+++++,++e++
97,4,5,1,5,659,NNENN,+++++,+++++
97,7,1,1,1,530,++R++,+++++,++a++
97,7,5,1,5,536,++A++,+++++,++r++
97,10,1,1,1,657,AANAA,+++++,++a++
97,1,1,1,1,542,++N++,+++++,+++++
97,6,5,1,5,575,++E++,+++++,++a++
97,10,5,1,5,545,RRARR,+++++,++r++
97,6,1,1,1,472,++N++,+++++,++r++
97,4,5,1,5,561,NNANN,+++++,+++++
97,7,1,1,1,555,++N++,+++++,++e++
97,11,5,1,5,518,++A++,++a++,++a++
97,9,5,1,5,763,AAEAA,+++++,++a++
97,15,5,1,5,491,EEAEE,++e++,++e++
97,4,1,1,1,607,EEREE,+++++,+++++
97,13,5,1,5,424,++A++,++n++,++n++
97,1,1,1,1,995,++R++,+++++,+++++
97,14,1,1,1,463,RRRRR,++r++,++r++
97,1,5,1,5,438,++A++,+++++,+++++
97,4,1,1,1,483,EENEE,+++++,+++++
97,3,5,1,5,435,AAEAA,+++++,+++++
97,2,5,1,5,770,AAAAA,+++++,+++++
97,8,1,1,1,598,NNNNN,+++++,++n++
97,12,1,1,1,450,++N++,++r++,++r++
97,1,5,1,5,539,++E++,+++++,+++++
97,1,5,1,5,746,++E++,+++++,+++++
97,12,5,1,5,475,++A++,++e++,++e++
97,13,1,1,1,462,++N++,++e++,++e++
97,15,1,1,1,578,RRNRR,++r++,++r++
97,16,5,1,5,502,NNANN,++n++,++n++
97,9,1,1,1,519,NNRNN,+++++,++n++
97,14,5,1,5,595,AAAAA,++a++,++a++
97,2,1,1,1,504,NNNNN,+++++,+++++
97,2,1,1,1,513,RRRRR,+++++,+++++
97,1,5,1,5,512,++A++,+++++,+++++
97,13,1,1,1,835,++N++,++a++,++a++
97,10,5,1,5,668,RRERR,+++++,++r++
97,13,5,1,5,625,++A++,++r++,++r++
97,3,1,1,1,860,RRNRR,+++++,+++++
97,5,5,1,5,503,++E++,+++++,++e++
97,10,5,1,5,587,NNANN,+++++,++n++
97,5,1,1,1,646,++R++,+++++,++r++
97,4,5,1,5,496,RRERR,+++++,+++++
97,11,5,1,5,448,++E++,++e++,++e++
97,1,5,1,5,574,++A++,+++++,+++++
97,10,1,1,1,627,EEREE,+++++,++e++
97,1,1,1,1,557,++N++,+++++,+++++
97,1,5,1,5,514,++E++,+++++,+++++
97,15,5,1,5,645,AAEAA,++a++,++a++
97,6,5,1,5,493,++A++,+++++,++e++
97,13,5,1,5,479,++E++,++n++,++n++
97,6,1,1,1,518,++N++,+++++,++r++
97,5,1,1,1,498,++R++,+++++,++r++
97,12,5,1,5,463,++E++,++a++,++a++
97,5,5,1,5,458,++A++,+++++,++a++
97,1,5,1,5,543,++E++,+++++,+++++
97,8,1,1,1,514,RRRRR,+++++,++r++
97,1,5,1,5,517,++A++,+++++,+++++
97,15,5,1,5,495,EEAEE,++e++,++e++
97,16,5,1,5,513,NNANN,++n++,++n++
97,1,1,1,1,500,++N++,+++++,+++++
97,5,1,1,1,462,++N++,+++++,++n++
97,4,5,1,5,542,NNENN,+++++,+++++
97,13,1,1,1,495,++R++,++a++,++a++
97,2,1,1,1,503,RRRRR,+++++,+++++
97,15,5,1,5,520,AAEAA,++a++,++a++
97,14,1,1,1,531,NNNNN,++n++,++n++
97,4,1,1,1,549,AARAA,+++++,+++++
97,7,5,1,5,610,++A++,+++++,++n++
97,1,5,1,5,544,++A++,+++++,+++++
97,11,5,1,5,781,++A++,++a++,++a++
97,7,5,1,5,502,++E++,+++++,++n++
97,10,1,1,1,638,AANAA,+++++,++a++
97,10,1,1,1,507,EEREE,+++++,++e++
97,5,5,1,5,525,++E++,+++++,++e++
97,9,5,1,5,640,EEAEE,+++++,++e++
97,1,5,1,5,883,++A++,+++++,+++++
97,14,5,1,5,456,AAAAA,++a++,++a++
97,7,1,1,1,814,++R++,+++++,++e++
97,9,1,0,5,766,NNRNN,+++++,++n++
97,4,5,1,5,528,RRARR,+++++,+++++
97,4,5,1,5,679,NNANN,+++++,+++++
97,6,5,1,5,497,++A++,+++++,++e++
97,7,1,1,1,537,++R++,+++++,++a++
97,13,1,1,1,913,++N++,++a++,++a++
97,1,5,1,5,561,++E++,+++++,+++++
97,8,1,1,1,549,NNNNN,+++++,++n++
97,4,1,1,1,655,EEREE,+++++,+++++
97,1,1,1,1,452,++R++,+++++,+++++
97,1,5,1,5,514,++E++,+++++,+++++
97,1,1,1,1,928,++R++,+++++,+++++
97,6,5,1,5,607,++E++,+++++,++a++
97,2,1,1,1,536,NNNNN,+++++,+++++
97,12,1,1,1,460,++R++,++n++,++n++
97,7,5,1,5,506,++A++,+++++,++r++
97,10,5,1,5,698,NNANN,+++++,++n++
97,15,1,1,1,597,NNRNN,++n++,++n++
97,8,5,1,5,725,EEEEE,+++++,++e++
97,12,5,1,5,721,++A++,++e++,++e++
97,14,1,1,1,769,RRRRR,++r++,++r++
97,16,1,1,1,726,AANAA,++a++,++a++
97,13,1,1,1,547,++R++,++e++,++e++
97,6,1,1,1,598,++R++,+++++,++n++
97,13,1,1,1,481,++N++,++e++,++e++
97,1,1,1,1,559,++N++,+++++,+++++
97,14,5,1,5,608,EEEEE,++e++,++e++
97,7,1,1,1,469,++N++,+++++,++e++
97,13,5,1,5,498,++A++,++r++,++r++
97,3,5,1,5,547,AAEAA,+++++,+++++
97,1,1,1,1,759,++N++,+++++,+++++
97,10,5,1,5,633,RRARR,+++++,++r++
97,2,5,1,5,670,EEEEE,+++++,+++++
97,4,1,1,1,610,AANAA,+++++,+++++
97,10,1,1,1,794,AARAA,+++++,++a++
97,11,1,1,1,781,++N++,++n++,++n++
97,1,5,1,5,477,++E++,+++++,+++++
97,15,1,1,1,588,RRNRR,++r++,++r++
97,9,1,1,1,681,RRNRR,+++++,++r++
97,16,5,1,5,513,RRERR,++r++,++r++
97,4,1,1,1,633,EENEE,+++++,+++++
97,3,1,1,1,616,RRNRR,+++++,+++++
97,11,1,1,1,546,++R++,++r++,++r++
97,1,1,1,1,519,++N++,+++++,+++++
97,8,5,1,5,562,AAAAA,+++++,++a++
97,16,1,1,1,493,AARAA,++a++,++a++
97,2,5,1,5,595,AAAAA,+++++,+++++
97,1,1,1,1,526,++R++,+++++,+++++
97,7,5,1,5,973,++E++,+++++,++r++
97,1,1,1,1,558,++R++,+++++,+++++
97,1,5,1,5,549,++A++,+++++,+++++
97,16,1,1,1,534,EENEE,++e++,++e++
97,16,5,1,5,528,NNENN,++n++,++n++
97,13,5,1,5,573,++A++,++n++,++n++
97,12,1,1,1,502,++N++,++r++,++r++
97,16,5,1,5,471,RRARR,++r++,++r++
97,11,5,1,5,554,++E++,++e++,++e++
97,16,1,1,1,524,EEREE,++e++,++e++
97,13,5,1,5,525,++E++,++r++,++r++
97,3,1,1,1,566,NNRNN,+++++,+++++
97,10,1,1,1,644,EENEE,+++++,++e++
97,7,1,1,1,506,++N++,+++++,++a++
97,4,5,1,5,576,RRERR,+++++,+++++
97,10,5,1,5,789,NNENN,+++++,++n++
97,9,5,1,5,500,AAEAA,+++++,++a++
97,10,5,1,5,564,RRERR,+++++,++r++
97,3,5,1,5,605,EEAEE,+++++,+++++
97,1,1,1,1,561,++R++,+++++,+++++
97,11,5,1,5,591,++E++,++e++,++e++
97,1,1,1,1,472,++R++,+++++,+++++
97,2,1,1,1,599,RRRRR,+++++,+++++
97,11,5,0,1,419,++A++,++a++,++a++
97,5,1,1,1,501,++N++,+++++,++n++
97,2,5,1,5,676,EEEEE,+++++,+++++
97,7,1,1,1,613,++R++,+++++,++e++
97,7,1,1,1,611,++R++,+++++,++a++
97,10,5,1,5,538,RRARR,+++++,++r++
97,3,1,1,1,708,RRNRR,+++++,+++++
97,1,5,1,5,572,++A++,+++++,+++++
97,12,1,1,1,393,++N++,++r++,++r++
97,15,5,1,5,474,EEAEE,++e++,++e++
97,8,1,1,1,644,RRRRR,+++++,++r++
97,4,5,1,5,686,NNANN,+++++,+++++
97,5,5,1,5,682,++E++,+++++,++e++
97,16,1,1,1,468,AANAA,++a++,++a++
97,7,5,1,5,606,++E++,+++++,++r++
97,16,5,1,5,482,RRARR,++r++,++r++
97,1,1,1,1,777,++N++,+++++,+++++
97,3,5,1,5,511,AAEAA,+++++,+++++
97,13,5,1,5,493,++E++,++n++,++n++
97,11,1,1,1,692,++N++,++n++,++n++
97,11,1,0,5,437,++R++,++r++,++r++
97,6,5,1,5,593,++A++,+++++,++e++
97,4,5,1,5,899,RRARR,+++++,+++++
97,13,1,1,1,457,++R++,++a++,++a++
97,15,1,1,1,1043,NNRNN,++n++,++n++
97,4,1,1,1,554,AARAA,+++++,+++++
97,1,5,1,5,668,++A++,+++++,+++++
97,4,5,1,5,658,NNENN,+++++,+++++
97,1,5,1,5,474,++E++,+++++,+++++
97,13,5,1,5,639,++A++,++r++,++r++
97,14,1,1,1,634,RRRRR,++r++,++r++
97,4,1,1,1,592,AANAA,+++++,+++++
97,10,5,1,5,586,NNANN,+++++,++n++
97,6,1,1,1,1079,++R++,+++++,++n++
97,15,5,1,5,543,AAEAA,++a++,++a++
97,1,5,1,5,497,++A++,+++++,+++++
97,16,5,1,5,547,RRERR,++r++,++r++
97,10,5,1,5,613,RRERR,+++++,++r++
97,10,1,1,1,1193,AANAA,+++++,++a++
97,6,1,1,1,544,++N++,+++++,++r++
97,10,1,1,1,618,AARAA,+++++,++a++
97,12,5,1,5,831,++A++,++e++,++e++
97,5,5,1,5,530,++A++,+++++,++a++
97,2,5,1,5,615,AAAAA,+++++,+++++
97,10,5,1,5,565,NNENN,+++++,++n++
97,12,1,1,1,504,++R++,++n++,++n++
97,13,1,1,1,551,++N++,++a++,++a++
97,13,5,1,5,556,++E++,++r++,++r++
97,8,1,1,1,488,NNNNN,+++++,++n++
97,8,5,1,5,590,EEEEE,+++++,++e++
97,7,5,1,5,578,++A++,+++++,++n++
97,14,5,1,5,519,EEEEE,++e++,++e++
97,9,1,1,1,852,RRNRR,+++++,++r++
97,15,1,1,1,521,RRNRR,++r++,++r++
97,10,1,1,1,706,EEREE,+++++,++e++
97,2,1,1,1,850,NNNNN,+++++,+++++
97,16,5,1,5,465,NNENN,++n++,++n++
97,1,1,1,1,1006,++N++,+++++,+++++
97,1,5,1,5,476,++E++,+++++,+++++
97,7,5,1,5,693,++A++,+++++,++r++
97,16,1,1,1,668,AARAA,++a++,++a++
97,5,1,1,1,547,++R++,+++++,++r++
97,13,1,1,1,781,++R++,++e++,++e++
97,16,1,1,1,610,EENEE,++e++,++e++
97,9,5,1,5,696,EEAEE,+++++,++e++
97,1,1,1,1,886,++N++,+++++,+++++
97,6,5,1,5,521,++E++,+++++,++a++
97,9,1,1,1,575,NNRNN,+++++,++n++
97,1,1,1,1,873,++N++,+++++,+++++
97,1,1,1,1,587,++R++,+++++,+++++
97,1,5,1,5,533,++A++,+++++,+++++
97,7,1,1,1,652,++N++,+++++,++e++
97,13,5,1,5,531,++A++,++n++,++n++
97,3,5,1,5,878,EEAEE,+++++,+++++
97,16,1,1,1,679,EEREE,++e++,++e++
97,8,5,1,5,587,AAAAA,+++++,++a++
97,9,5,1,5,651,AAEAA,+++++,++a++
97,1,5,1,5,791,++E++,+++++,+++++
97,7,5,1,5,713,++E++,+++++,++n++
97,16,5,1,5,497,NNANN,++n++,++n++
97,1,5,1,5,780,++E++,+++++,+++++
97,13,1,1,1,511,++N++,++e++,++e++
97,3,1,1,1,608,NNRNN,+++++,+++++
97,7,1,1,1,568,++N++,+++++,++a++
97,1,1,1,1,678,++R++,+++++,+++++
97,4,1,1,1,567,EEREE,+++++,+++++
97,4,5,1,5,731,RRERR,+++++,+++++
97,12,5,1,5,568,++E++,++a++,++a++
97,10,1,1,1,1001,EENEE,+++++,++e++
97,14,1,1,1,687,NNNNN,++n++,++n++
97,4,1,1,1,716,EENEE,+++++,+++++
97,14,5,1,5,603,AAAAA,++a++,++a++
97,8,1,1,1,519,NNNNN,+++++,++n++
97,1,5,1,5,672,++A++,+++++,+++++
97,9,5,1,5,488,AAEAA,+++++,++a++
97,9,1,1,1,469,NNRNN,+++++,++n++
97,2,1,1,1,421,RRRRR,+++++,+++++
97,13,5,1,5,350,++E++,++r++,++r++
97,16,5,1,5,473,NNENN,++n++,++n++
97,6,5,1,5,410,++E++,+++++,++a++
97,6,1,1,1,425,++R++,+++++,++n++
97,9,1,1,1,458,RRNRR,+++++,++r++
97,4,5,1,5,413,RRERR,+++++,+++++
97,7,1,1,1,466,++N++,+++++,++a++
97,13,1,1,1,451,++R++,++a++,++a++
97,4,1,1,1,471,AARAA,+++++,+++++
97,10,5,1,5,518,NNENN,+++++,++n++
97,1,1,1,1,709,++R++,+++++,+++++
97,14,1,1,1,527,RRRRR,++r++,++r++
97,13,1,1,1,432,++N++,++e++,++e++
97,16,1,1,1,485,EEREE,++e++,++e++
97,1,1,1,1,397,++R++,+++++,+++++
97,12,5,1,5,408,++A++,++e++,++e++
97,15,1,1,1,1140,RRNRR,++r++,++r++
97,5,1,1,1,561,++R++,+++++,++r++
97,3,5,1,5,555,EEAEE,+++++,+++++
97,10,1,1,1,544,EENEE,+++++,++e++
97,1,5,1,5,478,++E++,+++++,+++++
97,15,1,1,1,924,NNRNN,++n++,++n++
97,1,5,1,5,436,++A++,+++++,+++++
97,16,1,1,1,521,AARAA,++a++,++a++
97,4,1,1,1,527,AANAA,+++++,+++++
97,1,5,1,5,798,++A++,+++++,+++++
97,9,5,1,5,525,EEAEE,+++++,++e++
97,16,5,1,5,536,RRERR,++r++,++r++
97,1,1,1,1,641,++N++,+++++,+++++
97,16,1,1,1,1184,EENEE,++e++,++e++
97,5,5,1,5,561,++A++,+++++,++a++
97,1,5,1,5,1603,++A++,+++++,+++++
97,13,5,1,5,707,++E++,++n++,++n++
97,7,5,1,5,491,++A++,+++++,++n++
97,3,1,1,1,593,RRNRR,+++++,+++++
97,3,1,1,1,585,NNRNN,+++++,+++++
97,10,5,1,5,853,NNANN,+++++,++n++
97,5,5,1,5,493,++E++,+++++,++e++
97,12,5,1,5,476,++E++,++a++,++a++
97,6,5,1,5,620,++A++,+++++,++e++
97,7,1,1,1,518,++N++,+++++,++e++
97,4,1,1,1,495,EENEE,+++++,+++++
97,10,1,1,1,575,AARAA,+++++,++a++
97,4,1,1,1,458,EEREE,+++++,+++++
97,13,5,1,5,517,++A++,++n++,++n++
97,8,5,1,5,455,EEEEE,+++++,++e++
97,7,1,1,1,458,++R++,+++++,++a++
97,7,5,1,5,442,++A++,+++++,++r++
97,11,1,0,5,390,++R++,++r++,++r++
97,2,5,1,5,543,EEEEE,+++++,+++++
97,12,1,1,1,525,++N++,++r++,++r++
97,15,5,1,5,567,AAEAA,++a++,++a++
97,1,5,1,5,1493,++E++,+++++,+++++
97,10,5,1,5,1047,RRARR,+++++,++r++
97,7,5,1,5,544,++E++,+++++,++r++
97,1,1,1,1,615,++R++,+++++,+++++
97,3,5,1,5,448,AAEAA,+++++,+++++
97,16,5,1,5,563,NNANN,++n++,++n++
97,14,5,1,5,485,EEEEE,++e++,++e++
97,6,1,1,1,481,++N++,+++++,++r++
97,1,1,1,1,507,++N++,+++++,+++++
97,2,1,1,1,443,NNNNN,+++++,+++++
97,4,5,1,5,496,NNENN,+++++,+++++
97,4,5,1,5,546,NNANN,+++++,+++++
97,13,1,1,1,399,++R++,++e++,++e++
97,10,1,1,1,608,AANAA,+++++,++a++
97,14,1,1,1,418,NNNNN,++n++,++n++
97,10,1,1,1,497,EEREE,+++++,++e++
97,10,5,1,5,526,RRERR,+++++,++r++
97,14,5,1,5,621,AAAAA,++a++,++a++
97,1,1,1,1,488,++N++,+++++,+++++
97,1,5,1,5,411,++E++,+++++,+++++
97,13,5,1,5,621,++A++,++r++,++r++
97,1,1,1,1,437,++N++,+++++,+++++
97,2,5,1,5,603,AAAAA,+++++,+++++
97,5,1,1,1,540,++N++,+++++,++n++
97,7,1,1,1,470,++R++,+++++,++e++
97,8,5,1,5,534,AAAAA,+++++,++a++
97,11,1,1,1,419,++N++,++n++,++n++
97,15,5,1,5,455,EEAEE,++e++,++e++
97,11,5,1,5,512,++A++,++a++,++a++
97,1,1,1,1,439,++R++,+++++,+++++
97,1,5,1,5,728,++E++,+++++,+++++
97,4,5,1,5,451,RRARR,+++++,+++++
97,12,1,1,1,540,++R++,++n++,++n++
97,16,1,1,1,529,AANAA,++a++,++a++
97,7,5,1,5,526,++E++,+++++,++n++
97,11,5,1,5,411,++E++,++e++,++e++
97,8,1,1,1,458,RRRRR,+++++,++r++
97,16,5,1,5,531,RRARR,++r++,++r++
97,13,1,1,1,455,++N++,++a++,++a++
24,1,1,1,1,516,++E++,+++++,+++++
24,13,1,1,1,465,++A++,++n++,++n++
24,6,5,1,5,433,++R++,+++++,++n++
24,10,1,1,1,814,NNENN,+++++,++n++
24,3,1,1,1,517,EEAEE,+++++,+++++
24,7,1,1,1,446,++E++,+++++,++n++
24,10,1,1,1,518,RRERR,+++++,++r++
24,12,1,1,1,410,++E++,++a++,++a++
24,4,5,1,5,572,AARAA,+++++,+++++
24,9,5,1,5,514,NNRNN,+++++,++n++
24,8,1,1,1,597,EEEEE,+++++,++e++
24,5,1,1,1,441,++E++,+++++,++e++
24,3,1,1,1,473,AAEAA,+++++,+++++
24,10,1,1,1,573,RRARR,+++++,++r++
24,1,5,1,5,524,++N++,+++++,+++++
24,1,5,1,5,399,++R++,+++++,+++++
24,1,5,1,5,527,++N++,+++++,+++++
24,5,5,1,5,406,++R++,+++++,++r++
24,7,1,1,1,516,++A++,+++++,++n++
24,13,1,0,5,453,++E++,++r++,++r++
24,4,1,1,1,501,RRARR,+++++,+++++
24,15,1,1,1,598,EEAEE,++e++,++e++
24,14,1,1,1,451,EEEEE,++e++,++e++
24,1,1,1,1,367,++E++,+++++,+++++
24,14,5,1,5,456,RRRRR,++r++,++r++
24,13,5,1,5,440,++N++,++e++,++e++
24,6,1,0,5,545,++E++,+++++,++a++
24,5,1,1,1,405,++A++,+++++,++a++
24,15,5,1,5,586,RRNRR,++r++,++r++
24,13,1,0,5,541,++E++,++n++,++n++
