1,1,0,1,1,1529,1
1,0,1,1,1,865,0
1,0,1,3,0,1177,1
1,1,0,0,0,478,0
1,0,1,4,1,457,0
1,1,0,3,1,577,1
1,0,1,1,0,640,1
1,0,1,2,1,2546,1
1,0,0,4,1,706,1
1,0,1,0,1,428,0
1,1,1,1,1,1757,1
1,1,1,1,1,517,1
1,0,0,0,1,816,1
1,0,0,4,0,1669,1
1,0,0,4,0,498,0
1,1,1,4,0,780,0
1,1,0,2,0,599,1
1,0,0,0,0,437,0
1,1,0,1,0,621,1
1,0,1,2,0,565,1
1,1,0,2,0,510,0
1,0,1,3,1,1159,0
1,0,1,1,1,629,1
1,0,1,2,1,476,0
1,1,0,4,0,475,1
1,1,1,1,0,660,0
1,0,0,3,0,602,0
1,1,1,2,1,963,1
1,1,0,4,1,628,1
1,1,0,0,1,526,0
1,1,1,0,0,475,0
1,0,0,3,1,1354,1
1,0,1,1,0,571,1
1,1,1,3,1,1137,1
1,0,1,4,1,1502,1
1,1,1,0,1,948,1
1,0,0,1,1,1047,1
1,1,1,2,1,899,1
1,0,0,1,0,1103,0
1,0,1,0,1,1077,0
1,1,0,3,1,995,1
1,1,0,2,1,1004,0
1,1,1,1,0,1223,0
1,0,0,2,1,1325,0
1,1,0,1,0,1139,1
1,1,0,1,1,1472,0
1,0,1,2,0,1016,1
1,0,1,0,0,781,1
1,1,0,4,0,1237,0
1,0,0,4,1,921,1
1,1,0,4,1,958,0
1,1,0,0,0,1553,0
1,1,1,4,0,1069,0
1,1,0,0,1,1077,1
1,0,0,2,0,1118,0
1,1,1,3,0,1060,0
1,1,1,4,1,1293,0
1,1,1,0,0,971,1
1,0,1,3,1,1025,0
1,1,1,4,1,566,1
1,1,1,2,0,1103,0
1,0,0,3,1,476,1
1,0,0,0,0,941,0
1,0,0,1,0,900,0
1,0,0,0,1,975,1
1,1,0,3,0,1446,0
1,0,1,3,0,450,1
1,1,0,2,1,456,1
1,1,1,3,1,570,1
1,0,0,1,1,377,1
1,0,1,0,0,1004,1
1,0,0,2,0,1106,0
1,0,1,4,0,506,1
1,1,1,0,1,871,1
1,0,0,3,0,644,1
1,0,1,4,0,834,1
1,1,1,3,0,956,0
1,0,0,2,1,1002,1
1,1,1,2,0,439,1
1,1,0,3,0,1012,0
1,1,1,1,0,945,0
1,1,1,0,0,2824,0
1,1,1,4,0,1140,1
1,0,1,4,0,2889,1
1,1,0,3,0,1250,0
1,0,0,2,0,873,0
1,0,0,2,1,963,1
1,0,0,0,1,503,1
1,0,0,1,1,417,1
1,0,0,1,0,509,1
1,1,0,2,1,462,1
1,1,0,2,0,467,0
1,1,0,4,0,386,1
1,0,0,0,0,398,0
1,1,0,4,0,370,1
1,0,0,3,0,120,1
1,1,1,2,1,392,1
1,1,0,0,0,404,0
1,1,0,4,1,402,1
1,0,0,3,1,406,1
1,0,1,1,1,451,0
1,1,0,0,0,1001,1
