"S","ID","Age","CL_P_2","RL_P_2","T_P_2","CL_S_2","RL_S_2","T_S_2","CL_P_8","RL_P_8","T_P_8","CL_S_8","RL_S_8","T_S_8","k"
99,128,1,0.446680172176964,0.184319445432622,1.40496716118819,0.446680172176964,-0.0907500283384131,0.886992684004121,1.33159831662097,-0.0907500283384131,0.657108566424889,-0.72588556067575,0.184319445432622,1.40496716118819,0.657108566424889
100,129,1,1.20975067502304,0.323375507177455,2.51698263136448,0.745689319074886,0.323375507177455,2.16803766403427,2.09466881946705,0.947389948278701,2.51698263136448,1.63060746351889,0.672320474507666,3.11080069885587,1.42017906927097
101,130,0,0.745689319074886,0.323375507177455,3.11080069885587,0.745689319074886,-0.27044256031393,2.16803766403427,1.63060746351889,1.42017906927097,3.11080069885587,0.745689319074886,0.323375507177455,3.11080069885587,1.42017906927097
102,131,0,-0.101442561556038,0.533692970781299,2.9721731951295,1.07112317129668,0.808762444552334,2.9721731951295,0.607061815348519,0.808762444552334,2.9721731951295,1.49197995979253,1.05166744796537,2.9721731951295,1.2815515655446
103,132,0,0.607061815348519,0.808762444552334,2.37835512763811,-0.101442561556038,0.184748003451087,2.37835512763811,1.07112317129668,1.05166744796537,2.9721731951295,2.66454569264524,0.184748003451087,2.9721731951295,1.2815515655446
104,133,1,-0.0173811837711927,0.657108566424889,1.7539121285184,-0.0173811837711927,-0.439694995668624,1.40496716118819,0.446680172176964,1.12989768741716,1.7539121285184,0.867536960672814,1.12989768741716,2.34773019600979,0.657108566424889
105,134,0,0.607061815348519,0.808762444552334,2.37835512763811,-0.101442561556038,0.184748003451087,2.0294101603079,1.49197995979253,-0.409070064040297,2.37835512763811,1.07112317129668,0.184748003451087,2.9721731951295,1.2815515655446
106,135,0,-0.655080836218995,-0.962708338703254,1.82471685297516,0.0534235406855623,-0.368890271211869,1.82471685297516,0.517484896633719,-0.962708338703254,2.41853492046654,0.517484896633719,-0.019945303881658,1.47577188564495,0.727913290881644
107,136,0,0.903553824210342,0.595926321726083,3.97716958089588,0.903553824210342,1.18974438921747,3.38335151340449,2.49697634555891,1.18974438921747,3.97716958089588,2.07611955706306,1.53868935654768,3.97716958089588,2.28654795131098
108,137,0,1.07112317129668,0.533692970781299,2.9721731951295,1.07112317129668,-0.409070064040297,2.9721731951295,1.49197995979253,1.05166744796537,2.9721731951295,-0.101442561556038,0.184748003451087,2.9721731951295,1.2815515655446
109,138,0,0.0371849421703294,0.672320474507666,2.51698263136448,0.745689319074886,0.323375507177455,2.51698263136448,1.63060746351889,0.947389948278701,3.11080069885587,1.20975067502304,0.672320474507666,3.11080069885587,1.42017906927097
110,139,0,-0.0173811837711927,0.427224448845657,1.7539121285184,-0.72588556067575,0.184319445432622,1.7539121285184,0.446680172176964,-0.439694995668624,1.7539121285184,-0.0173811837711927,-1.03351306316001,2.34773019600979,0.657108566424889
111,140,0,0.903553824210342,0.595926321726083,2.51643206889021,0.903553824210342,0.595926321726083,2.75933707230325,0.903553824210342,0.595926321726083,2.51643206889021,1.6120582011149,1.18974438921747,3.38335151340449,2.28654795131098
112,141,0,0.450920508715275,0.143293006231016,2.58177323057922,0.450920508715275,0.143293006231016,2.58177323057922,0.450920508715275,1.08605604105261,3.52453626540081,0.450920508715275,0.143293006231016,3.52453626540081,1.83391463581591
113,142,1,0.95670589725859,-0.814587415031005,0.282216147062508,0.492644541310433,-0.190572973929759,0.51210026464174,0.95670589725859,0.282216147062508,0.51210026464174,0.95670589725859,-0.465642447700794,0.052332029483276,0.282216147062508
114,144,1,-0.903553824210344,-0.595926321726084,-0.595926321726084,-0.903553824210344,-0.595926321726084,-0.595926321726084,-0.903553824210344,-0.595926321726084,-0.595926321726084,-0.903553824210344,-0.595926321726084,-0.595926321726084,-2.28654795131098
115,145,1,-0.322431883569213,-0.630059386053472,2.75118387311632,1.27099063777935,-0.0362413185620873,2.15736580562494,1.27099063777935,0.830678125952194,2.15736580562494,1.27099063777935,-0.0362413185620873,1.53335136452369,1.06056224353143
116,146,1,0.903553824210342,0.595926321726083,3.97716958089588,1.6120582011149,0.595926321726083,3.38335151340449,1.6120582011149,0.595926321726083,3.97716958089588,1.6120582011149,0.595926321726083,3.97716958089588,2.28654795131098
117,147,0,0.918729067826969,0.496415255929537,2.69002238011656,0.210224690922411,-0.0974028115618475,2.69002238011656,0.918729067826969,1.36333470044382,2.06600793901532,1.80364721227098,0.496415255929537,1.82310293560228,1.59321881802305
118,148,1,0.918729067826969,-0.0974028115618475,3.28384044760795,0.210224690922411,0.496415255929537,3.28384044760795,0.918729067826969,0.496415255929537,3.28384044760795,1.38279042377513,-0.0974028115618475,2.69002238011656,1.59321881802305
119,149,1,0.903553824210342,1.53868935654768,3.97716958089588,1.6120582011149,0.595926321726083,3.97716958089588,0.903553824210342,1.18974438921747,3.97716958089588,2.07611955706306,0.595926321726083,3.97716958089588,2.28654795131098
