"S","ID","Age","CL_P_2","RL_P_2","T_P_2","CL_S_2","RL_S_2","T_S_2","CL_P_8","RL_P_8","T_P_8","CL_S_8","RL_S_8","T_S_8","kp","ks"
83,111,0,0.756993171853777,0.219562971338399,2.6580431956866,-0.415572560998937,-0.723200063483196,2.06422512819521,2.7282386608279,2.05374891063182,3.15055247272534,1.8433205163839,1.30589031586852,3.74437054021672,0.967421566101701,2.05374891063182
84,113,1,0.155677962552645,0.595990474379802,2.05672798638547,-0.308383393395512,0.36610635680057,1.46290991889408,1.29074773506288,1.55310846180722,2.77094097039985,2.46331346791559,1.31020345839419,2.77094097039985,0.36610635680057,1.08031934081496
85,114,1,1.17784996034963,0.219562971338399,2.06422512819521,0.29293181590562,0.737537448522469,1.715280160865,-0.302674786285683,0.332460746051654,1.31020345839419,1.29074773506288,0.332460746051654,2.77094097039985,0.967421566101701,1.08031934081496
86,115,1,0.790744042489441,0.71737519792222,1.69511791026475,1.2548053984376,0.368430230592009,2.56203735477904,1.29074773506288,-0.0164842212785574,1.82817793557826,1.29074773506288,1.08031934081496,1.82817793557826,1.46523379268552,1.08031934081496
87,116,1,0.59775826954664,0.290130767062381,1.98075239664728,1.77032400239935,0.883948834553765,2.45354151763955,0.880283844400771,1.32488947701762,2.65157715669037,0.880283844400771,0.806914999833551,2.65157715669037,1.98075239664728,1.55477359459685
88,117,1,0.790744042489441,0.368430230592009,1.69511791026475,0.790744042489441,0.71737519792222,2.56203735477904,0.704936693594889,-0.181438474250699,1.66322368260612,1.12579348209074,0.167506493079512,2.01216864993633,1.46523379268552,0.915365087842814
89,118,1,0.59775826954664,0.290130767062381,2.72861099141058,0.59775826954664,0.290130767062381,2.72861099141058,0.171779467496214,0.45797003250334,2.02756271558912,2.22926334479293,-0.135848034988045,2.30263218936016,1.98075239664728,1.55477359459685
90,119,1,2.1911807908952,0.883948834553765,3.67137402623218,0.59775826954664,1.23289380188398,3.07755595874079,1.8433205163839,1.30589031586852,2.52653803162409,2.26417730487975,1.58095978963956,3.74437054021672,1.98075239664728,2.05374891063182
91,120,1,0.790744042489441,-0.225387836899375,2.21309238744882,0.0822396655848836,0.368430230592009,1.93802291367779,0.670754783531184,0.363127281046925,3.15055247272534,1.8433205163839,0.363127281046925,2.80160750539512,1.46523379268552,2.05374891063182
92,121,1,0.0822396655848836,-0.225387836899375,3.15585542227042,0.0822396655848836,-0.225387836899375,2.56203735477904,1.8433205163839,0.956945348538309,2.80160750539512,1.37925916043574,0.363127281046925,2.52653803162409,1.46523379268552,2.05374891063182
93,122,1,1.3062626464512,0.883948834553765,2.45354151763955,0.59775826954664,0.883948834553765,2.72861099141058,0.670754783531184,0.363127281046925,3.15055247272534,0.670754783531184,0.363127281046925,3.74437054021672,1.98075239664728,2.05374891063182
